Date,Time,Open,Hight,Low,Close,
2019.11.01,1:39,1.11635,1.11644,1.11635,1.11642,0
2019.11.01,1:40,1.11642,1.11645,1.11635,1.11635,0
2019.11.01,1:41,1.11635,1.11638,1.11635,1.11638,0
2019.11.01,1:42,1.11639,1.11639,1.11638,1.11638,0
2019.11.01,1:43,1.11637,1.11638,1.11632,1.11633,0
2019.11.01,1:44,1.11632,1.11634,1.1163,1.11633,0
2019.11.01,1:45,1.11632,1.11633,1.11626,1.11627,0
2019.11.01,1:46,1.11626,1.11628,1.11617,1.11621,0
2019.11.01,1:47,1.11621,1.11625,1.11616,1.11623,0
2019.11.01,1:48,1.11623,1.11625,1.11623,1.11623,0
2019.11.01,1:49,1.11622,1.11626,1.11622,1.11622,0
2019.11.01,1:50,1.11622,1.11622,1.11615,1.11616,0
2019.11.01,1:51,1.11616,1.11617,1.11614,1.11614,0
2019.11.01,1:52,1.11615,1.11615,1.11612,1.11613,0
2019.11.01,1:53,1.11612,1.11617,1.11612,1.11617,0
2019.11.01,1:54,1.11619,1.11619,1.11616,1.11618,0
2019.11.01,1:55,1.11617,1.11618,1.11612,1.11612,0
2019.11.01,1:56,1.11612,1.11618,1.11612,1.11617,0
2019.11.01,1:57,1.11617,1.11618,1.11617,1.11617,0
2019.11.01,1:58,1.11617,1.11618,1.11616,1.11616,0
2019.11.01,1:59,1.11616,1.11618,1.11616,1.11617,0
2019.11.01,2:00,1.11617,1.11631,1.11617,1.11624,0
2019.11.01,2:01,1.11626,1.11639,1.11626,1.11633,0
2019.11.01,2:02,1.11634,1.11636,1.11632,1.11633,0
2019.11.01,2:03,1.11633,1.1164,1.11628,1.11636,0
2019.11.01,2:04,1.11636,1.11659,1.11636,1.11653,0
2019.11.01,2:05,1.11654,1.11656,1.11649,1.11653,0
2019.11.01,2:06,1.11653,1.11653,1.11647,1.11651,0
2019.11.01,2:07,1.11652,1.11653,1.11642,1.11647,0
2019.11.01,2:08,1.11647,1.11653,1.11646,1.11647,0
2019.11.01,2:09,1.11648,1.11653,1.11647,1.11648,0
2019.11.01,2:10,1.11649,1.1165,1.11647,1.11648,0
2019.11.01,2:11,1.11649,1.11649,1.11642,1.11647,0
2019.11.01,2:12,1.11647,1.1165,1.11647,1.1165,0
2019.11.01,2:13,1.1165,1.11651,1.11645,1.11645,0
2019.11.01,2:14,1.11645,1.11665,1.11644,1.11665,0
2019.11.01,2:15,1.11665,1.11667,1.1166,1.1166,0
2019.11.01,2:16,1.11659,1.11662,1.11652,1.11652,0
2019.11.01,2:17,1.11652,1.11654,1.1165,1.1165,0
2019.11.01,2:18,1.11652,1.11658,1.1165,1.11654,0
2019.11.01,2:19,1.11654,1.11655,1.11653,1.11654,0
2019.11.01,2:20,1.11654,1.11658,1.11651,1.11654,0
2019.11.01,2:21,1.11653,1.11655,1.11633,1.11634,0
2019.11.01,2:22,1.11633,1.11634,1.11622,1.11633,0
2019.11.01,2:23,1.11634,1.11639,1.11627,1.11634,0
2019.11.01,2:24,1.11634,1.11639,1.11625,1.11626,0
2019.11.01,2:25,1.11625,1.11629,1.11619,1.11624,0
2019.11.01,2:26,1.11625,1.11639,1.11625,1.11633,0
2019.11.01,2:27,1.11633,1.11638,1.11633,1.11635,0
2019.11.01,2:28,1.11636,1.11639,1.11636,1.11638,0
2019.11.01,2:29,1.11638,1.11638,1.11629,1.11629,0
2019.11.01,2:30,1.11629,1.11634,1.11603,1.11603,0
2019.11.01,2:31,1.11604,1.11619,1.11604,1.11617,0
2019.11.01,2:32,1.11617,1.11617,1.11608,1.11614,0
2019.11.01,2:33,1.11611,1.11612,1.11563,1.11573,0
2019.11.01,2:34,1.11571,1.11579,1.11558,1.11558,0
2019.11.01,2:35,1.11557,1.11569,1.11557,1.11564,0
2019.11.01,2:36,1.11565,1.11568,1.11553,1.11559,0
2019.11.01,2:37,1.11559,1.11568,1.11558,1.11567,0
2019.11.01,2:38,1.11567,1.11574,1.11563,1.11573,0
2019.11.01,2:39,1.11574,1.11574,1.11564,1.11568,0
2019.11.01,2:40,1.11568,1.11579,1.11566,1.11574,0
2019.11.01,2:41,1.11576,1.11583,1.11576,1.11583,0
2019.11.01,2:42,1.11584,1.11592,1.11583,1.11588,0
2019.11.01,2:43,1.11588,1.11588,1.11581,1.11584,0
2019.11.01,2:44,1.11584,1.11592,1.11584,1.11589,0
2019.11.01,2:45,1.11589,1.11589,1.1158,1.11583,0
2019.11.01,2:46,1.11582,1.11583,1.11576,1.11583,0
2019.11.01,2:47,1.11582,1.11593,1.11582,1.11589,0
2019.11.01,2:48,1.11587,1.11595,1.11584,1.11594,0
2019.11.01,2:49,1.11596,1.11605,1.11594,1.11599,0
2019.11.01,2:50,1.11599,1.11609,1.11599,1.11603,0
2019.11.01,2:51,1.11602,1.11632,1.11602,1.1162,0
2019.11.01,2:52,1.11619,1.11621,1.11606,1.11608,0
2019.11.01,2:53,1.11609,1.1162,1.11608,1.11619,0
2019.11.01,2:54,1.11619,1.11619,1.11603,1.11603,0
2019.11.01,2:55,1.11603,1.11608,1.11596,1.11607,0
2019.11.01,2:56,1.11608,1.11615,1.11607,1.11614,0
2019.11.01,2:57,1.11615,1.11626,1.11614,1.11625,0
2019.11.01,2:58,1.11625,1.11641,1.11624,1.11638,0
2019.11.01,2:59,1.11636,1.11639,1.11625,1.11635,0
2019.11.01,3:00,1.11636,1.11636,1.11609,1.1163,0
2019.11.01,3:01,1.11629,1.11634,1.11618,1.11618,0
2019.11.01,3:02,1.11617,1.11628,1.11608,1.11627,0
2019.11.01,3:03,1.11627,1.1165,1.1162,1.11644,0
2019.11.01,3:04,1.11644,1.11655,1.11639,1.11655,0
2019.11.01,3:05,1.11655,1.11659,1.11648,1.11649,0
2019.11.01,3:06,1.11649,1.1165,1.11637,1.11637,0
2019.11.01,3:07,1.11636,1.11655,1.11636,1.1165,0
2019.11.01,3:08,1.1165,1.11657,1.11647,1.11656,0
2019.11.01,3:09,1.11655,1.11664,1.11655,1.11657,0
2019.11.01,3:10,1.11658,1.11675,1.11657,1.11675,0
2019.11.01,3:11,1.11677,1.11684,1.11673,1.11683,0
2019.11.01,3:12,1.11683,1.11688,1.11672,1.11672,0
2019.11.01,3:13,1.11673,1.11678,1.11664,1.11664,0
2019.11.01,3:14,1.11665,1.11668,1.11662,1.11664,0
2019.11.01,3:15,1.11664,1.11664,1.11647,1.11654,0
2019.11.01,3:16,1.11654,1.11656,1.11639,1.11643,0
2019.11.01,3:17,1.11643,1.11646,1.11638,1.11639,0
2019.11.01,3:18,1.11639,1.11645,1.11629,1.1163,0
2019.11.01,3:19,1.1163,1.11632,1.11624,1.11628,0
2019.11.01,3:20,1.1163,1.11636,1.11624,1.11628,0
2019.11.01,3:21,1.11627,1.1164,1.11622,1.11634,0
2019.11.01,3:22,1.11634,1.1164,1.11616,1.1162,0
2019.11.01,3:23,1.11619,1.11623,1.11611,1.11614,0
2019.11.01,3:24,1.11614,1.11614,1.11597,1.11606,0
2019.11.01,3:25,1.11604,1.11612,1.11602,1.11611,0
2019.11.01,3:26,1.11611,1.11611,1.116,1.116,0
2019.11.01,3:27,1.11601,1.11605,1.11589,1.11591,0
2019.11.01,3:28,1.1159,1.11597,1.1159,1.1159,0
2019.11.01,3:29,1.1159,1.11591,1.11573,1.11575,0
2019.11.01,3:30,1.11575,1.11581,1.11566,1.1158,0
2019.11.01,3:31,1.11581,1.11582,1.11556,1.11556,0
2019.11.01,3:32,1.11555,1.11568,1.11555,1.11563,0
2019.11.01,3:33,1.11564,1.11567,1.11558,1.11564,0
2019.11.01,3:34,1.11562,1.11569,1.1156,1.11565,0
2019.11.01,3:35,1.11565,1.11565,1.11559,1.1156,0
2019.11.01,3:36,1.1156,1.11568,1.11552,1.11568,0
2019.11.01,3:37,1.11568,1.11574,1.11565,1.11572,0
2019.11.01,3:38,1.11573,1.11587,1.11572,1.1158,0
2019.11.01,3:39,1.1158,1.11582,1.11566,1.1158,0
2019.11.01,3:40,1.11582,1.11586,1.11578,1.11578,0
2019.11.01,3:41,1.11578,1.11593,1.11575,1.11586,0
2019.11.01,3:42,1.11586,1.11592,1.11574,1.1158,0
2019.11.01,3:43,1.1158,1.11589,1.1158,1.11589,0
2019.11.01,3:44,1.11589,1.11597,1.11589,1.1159,0
2019.11.01,3:45,1.11592,1.11595,1.11585,1.11586,0
2019.11.01,3:46,1.11585,1.11589,1.11579,1.11589,0
2019.11.01,3:47,1.1159,1.11598,1.11589,1.11589,0
2019.11.01,3:48,1.11591,1.11598,1.11588,1.1159,0
2019.11.01,3:49,1.1159,1.11605,1.11588,1.11604,0
2019.11.01,3:50,1.11605,1.11607,1.11602,1.11603,0
2019.11.01,3:51,1.11604,1.11604,1.11603,1.11603,0
2019.11.01,3:52,1.11605,1.11605,1.11599,1.11599,0
2019.11.01,3:53,1.11599,1.11604,1.11599,1.116,0
2019.11.01,3:54,1.11602,1.11608,1.11587,1.11588,0
2019.11.01,3:55,1.11588,1.11589,1.11581,1.11583,0
2019.11.01,3:56,1.11584,1.11588,1.11584,1.11588,0
2019.11.01,3:57,1.11587,1.11599,1.11585,1.11598,0
2019.11.01,3:58,1.11599,1.11609,1.11599,1.11605,0
2019.11.01,3:59,1.11605,1.11615,1.11605,1.11605,0
2019.11.01,4:00,1.11606,1.11607,1.11578,1.11581,0
2019.11.01,4:01,1.11582,1.11584,1.11573,1.11578,0
2019.11.01,4:02,1.11578,1.11578,1.11569,1.11569,0
2019.11.01,4:03,1.11569,1.11574,1.11568,1.11573,0
2019.11.01,4:04,1.11573,1.11576,1.11572,1.11575,0
2019.11.01,4:05,1.11574,1.11574,1.11563,1.11563,0
2019.11.01,4:06,1.11562,1.11566,1.11554,1.11559,0
2019.11.01,4:07,1.1156,1.11565,1.11557,1.1156,0
2019.11.01,4:08,1.1156,1.11561,1.11556,1.11556,0
2019.11.01,4:09,1.11557,1.11563,1.11543,1.11544,0
2019.11.01,4:10,1.11545,1.1155,1.11544,1.11549,0
2019.11.01,4:11,1.11548,1.1155,1.11545,1.11545,0
2019.11.01,4:12,1.11546,1.1155,1.1154,1.11545,0
2019.11.01,4:13,1.11545,1.11546,1.1154,1.11542,0
2019.11.01,4:14,1.11541,1.11543,1.11535,1.11535,0
2019.11.01,4:15,1.11536,1.11548,1.11526,1.11526,0
2019.11.01,4:16,1.11527,1.11532,1.11525,1.11527,0
2019.11.01,4:17,1.11526,1.11534,1.11526,1.11529,0
2019.11.01,4:18,1.1153,1.11532,1.11525,1.11527,0
2019.11.01,4:19,1.11528,1.11536,1.11525,1.11526,0
2019.11.01,4:20,1.11526,1.11527,1.11519,1.11526,0
2019.11.01,4:21,1.11527,1.11527,1.11523,1.11527,0
2019.11.01,4:22,1.11526,1.11527,1.1152,1.11527,0
2019.11.01,4:23,1.11527,1.11528,1.11516,1.1152,0
2019.11.01,4:24,1.11518,1.11518,1.11501,1.11511,0
2019.11.01,4:25,1.11512,1.11513,1.11508,1.11509,0
2019.11.01,4:26,1.11508,1.11508,1.11496,1.11497,0
2019.11.01,4:27,1.11498,1.11503,1.11498,1.11501,0
2019.11.01,4:28,1.115,1.11502,1.11496,1.11497,0
2019.11.01,4:29,1.11496,1.11497,1.11495,1.11496,0
2019.11.01,4:30,1.11496,1.11508,1.11495,1.115,0
2019.11.01,4:31,1.11501,1.11514,1.11499,1.11511,0
2019.11.01,4:32,1.1151,1.1151,1.11495,1.11505,0
2019.11.01,4:33,1.11506,1.1151,1.11501,1.11504,0
2019.11.01,4:34,1.11503,1.11515,1.11499,1.11515,0
2019.11.01,4:35,1.11513,1.11516,1.11509,1.11514,0
2019.11.01,4:36,1.11515,1.11515,1.11502,1.11503,0
2019.11.01,4:37,1.11504,1.11504,1.11484,1.11484,0
2019.11.01,4:38,1.11485,1.11515,1.11485,1.1151,0
2019.11.01,4:39,1.11509,1.11518,1.11509,1.11512,0
2019.11.01,4:40,1.11514,1.11518,1.1151,1.1151,0
2019.11.01,4:41,1.11508,1.11512,1.11505,1.11506,0
2019.11.01,4:42,1.11506,1.11516,1.11499,1.11515,0
2019.11.01,4:43,1.11515,1.1152,1.11509,1.11514,0
2019.11.01,4:44,1.11515,1.1152,1.1151,1.11519,0
2019.11.01,4:45,1.11519,1.11519,1.11504,1.11505,0
2019.11.01,4:46,1.11504,1.11513,1.115,1.1151,0
2019.11.01,4:47,1.1151,1.11516,1.11505,1.1151,0
2019.11.01,4:48,1.1151,1.11514,1.11504,1.11504,0
2019.11.01,4:49,1.11504,1.11504,1.11495,1.11498,0
2019.11.01,4:50,1.11498,1.11503,1.11498,1.11499,0
2019.11.01,4:51,1.11499,1.115,1.11483,1.11484,0
2019.11.01,4:52,1.11484,1.11492,1.1148,1.11481,0
2019.11.01,4:53,1.1148,1.11485,1.11478,1.11479,0
2019.11.01,4:54,1.11479,1.11485,1.11477,1.11483,0
2019.11.01,4:55,1.11484,1.11491,1.11484,1.1149,0
2019.11.01,4:56,1.1149,1.11502,1.1149,1.11501,0
2019.11.01,4:57,1.115,1.11505,1.11497,1.11498,0
2019.11.01,4:58,1.11498,1.11499,1.11486,1.11486,0
2019.11.01,4:59,1.11489,1.11495,1.11488,1.11495,0
2019.11.01,5:00,1.11496,1.115,1.11484,1.11485,0
2019.11.01,5:01,1.11485,1.11485,1.11474,1.11474,0
2019.11.01,5:02,1.11472,1.11477,1.11463,1.11465,0
2019.11.01,5:03,1.11466,1.11491,1.11462,1.11491,0
2019.11.01,5:04,1.11491,1.11498,1.1148,1.11484,0
2019.11.01,5:05,1.11485,1.11488,1.11474,1.11475,0
2019.11.01,5:06,1.11475,1.1148,1.11465,1.11465,0
2019.11.01,5:07,1.11466,1.11466,1.11461,1.11465,0
2019.11.01,5:08,1.11464,1.1147,1.11461,1.1147,0
2019.11.01,5:09,1.11469,1.11472,1.11464,1.11471,0
2019.11.01,5:10,1.11472,1.11478,1.11464,1.11465,0
2019.11.01,5:11,1.11466,1.11472,1.11465,1.11469,0
2019.11.01,5:12,1.1147,1.11476,1.11467,1.1147,0
2019.11.01,5:13,1.1147,1.11471,1.11462,1.11465,0
2019.11.01,5:14,1.11466,1.11472,1.11466,1.11469,0
2019.11.01,5:15,1.11469,1.11475,1.11469,1.1147,0
2019.11.01,5:16,1.11468,1.11468,1.1146,1.11461,0
2019.11.01,5:17,1.1146,1.1146,1.11445,1.11446,0
2019.11.01,5:18,1.11445,1.11449,1.1144,1.11441,0
2019.11.01,5:19,1.11442,1.11449,1.1144,1.1144,0
2019.11.01,5:20,1.1144,1.11442,1.1144,1.11441,0
2019.11.01,5:21,1.1144,1.11449,1.1144,1.11446,0
2019.11.01,5:22,1.11446,1.11449,1.11441,1.11446,0
2019.11.01,5:23,1.11446,1.11457,1.11446,1.11457,0
2019.11.01,5:24,1.11456,1.11458,1.1145,1.11451,0
2019.11.01,5:25,1.11451,1.11455,1.1145,1.11452,0
2019.11.01,5:26,1.11451,1.11459,1.11447,1.11457,0
2019.11.01,5:27,1.11457,1.11462,1.11457,1.11457,0
2019.11.01,5:28,1.11459,1.11462,1.11441,1.11441,0
2019.11.01,5:29,1.11441,1.11447,1.11436,1.11438,0
2019.11.01,5:30,1.1144,1.11451,1.11433,1.11449,0
2019.11.01,5:31,1.11449,1.11455,1.11449,1.11455,0
2019.11.01,5:32,1.11454,1.11455,1.1145,1.1145,0
2019.11.01,5:33,1.1145,1.1146,1.1145,1.11459,0
2019.11.01,5:34,1.11458,1.11458,1.11453,1.11457,0
2019.11.01,5:35,1.11458,1.1146,1.11456,1.11456,0
2019.11.01,5:36,1.11457,1.11457,1.1144,1.1144,0
2019.11.01,5:37,1.1144,1.1144,1.11431,1.11431,0
2019.11.01,5:38,1.11432,1.11442,1.11432,1.11442,0
2019.11.01,5:39,1.11442,1.11451,1.11441,1.11451,0
2019.11.01,5:40,1.1145,1.1145,1.11436,1.1144,0
2019.11.01,5:41,1.1144,1.11447,1.1144,1.11441,0
2019.11.01,5:42,1.1144,1.11442,1.11439,1.11442,0
2019.11.01,5:43,1.11442,1.11446,1.11438,1.11439,0
2019.11.01,5:44,1.11441,1.11441,1.11435,1.11437,0
2019.11.01,5:45,1.11438,1.11439,1.11418,1.11418,0
2019.11.01,5:46,1.11419,1.11424,1.11406,1.11413,0
2019.11.01,5:47,1.11413,1.11413,1.11397,1.11404,0
2019.11.01,5:48,1.11403,1.11427,1.11401,1.11426,0
2019.11.01,5:49,1.11426,1.11427,1.11414,1.11415,0
2019.11.01,5:50,1.11414,1.11421,1.11399,1.11412,0
2019.11.01,5:51,1.11414,1.11425,1.11411,1.11424,0
2019.11.01,5:52,1.11425,1.11432,1.11419,1.11423,0
2019.11.01,5:53,1.11424,1.11439,1.11423,1.11431,0
2019.11.01,5:54,1.11432,1.11441,1.1143,1.1144,0
2019.11.01,5:55,1.1144,1.11446,1.11436,1.11446,0
2019.11.01,5:56,1.11446,1.11471,1.11446,1.11466,0
2019.11.01,5:57,1.11466,1.11471,1.11453,1.11467,0
2019.11.01,5:58,1.11468,1.11485,1.11466,1.11485,0
2019.11.01,5:59,1.11485,1.11485,1.11474,1.11481,0
2019.11.01,6:00,1.11482,1.11493,1.1148,1.11492,0
2019.11.01,6:01,1.11492,1.11492,1.11475,1.11486,0
2019.11.01,6:02,1.11485,1.11492,1.11484,1.11484,0
2019.11.01,6:03,1.11482,1.11482,1.1147,1.11471,0
2019.11.01,6:04,1.11472,1.1148,1.11463,1.11479,0
2019.11.01,6:05,1.11478,1.11484,1.11476,1.1148,0
2019.11.01,6:06,1.1148,1.11481,1.11468,1.1148,0
2019.11.01,6:07,1.11478,1.1149,1.11476,1.11488,0
2019.11.01,6:08,1.11488,1.11496,1.11486,1.11488,0
2019.11.01,6:09,1.11487,1.11493,1.11485,1.11486,0
2019.11.01,6:10,1.11486,1.11492,1.11482,1.11492,0
2019.11.01,6:11,1.11491,1.11491,1.11489,1.1149,0
2019.11.01,6:12,1.1149,1.11501,1.1149,1.115,0
2019.11.01,6:13,1.115,1.11502,1.11494,1.11501,0
2019.11.01,6:14,1.115,1.1153,1.115,1.11524,0
2019.11.01,6:15,1.11523,1.11555,1.11518,1.11552,0
2019.11.01,6:16,1.11553,1.11578,1.11548,1.11549,0
2019.11.01,6:17,1.11549,1.11551,1.11531,1.11531,0
2019.11.01,6:18,1.1153,1.11534,1.11525,1.11528,0
2019.11.01,6:19,1.11527,1.1153,1.11522,1.11526,0
2019.11.01,6:20,1.11526,1.11531,1.1152,1.1153,0
2019.11.01,6:21,1.1153,1.11541,1.11529,1.11541,0
2019.11.01,6:22,1.1154,1.1154,1.11528,1.11534,0
2019.11.01,6:23,1.11534,1.1155,1.11534,1.1155,0
2019.11.01,6:24,1.1155,1.11557,1.11547,1.11551,0
2019.11.01,6:25,1.11552,1.11555,1.11548,1.11551,0
2019.11.01,6:26,1.1155,1.11554,1.11545,1.11549,0
2019.11.01,6:27,1.11549,1.11551,1.11547,1.1155,0
2019.11.01,6:28,1.1155,1.11554,1.11548,1.11551,0
2019.11.01,6:29,1.11551,1.11555,1.11549,1.11553,0
2019.11.01,6:30,1.11555,1.11555,1.1154,1.11541,0
2019.11.01,6:31,1.1154,1.11545,1.11536,1.11541,0
2019.11.01,6:32,1.11541,1.11547,1.1154,1.11543,0
2019.11.01,6:33,1.11544,1.11556,1.11544,1.11554,0
2019.11.01,6:34,1.11555,1.11567,1.11551,1.11561,0
2019.11.01,6:35,1.11561,1.11561,1.11548,1.1155,0
2019.11.01,6:36,1.11549,1.11562,1.11548,1.11561,0
2019.11.01,6:37,1.1156,1.11564,1.11555,1.11563,0
2019.11.01,6:38,1.11563,1.11566,1.11557,1.11559,0
2019.11.01,6:39,1.1156,1.11561,1.11556,1.1156,0
2019.11.01,6:40,1.1156,1.11571,1.11556,1.1156,0
2019.11.01,6:41,1.11563,1.11567,1.11557,1.11565,0
2019.11.01,6:42,1.11566,1.11575,1.11561,1.11569,0
2019.11.01,6:43,1.11565,1.11575,1.11565,1.11565,0
2019.11.01,6:44,1.11564,1.11572,1.11564,1.11569,0
2019.11.01,6:45,1.11567,1.11574,1.11563,1.11574,0
2019.11.01,6:46,1.11573,1.11574,1.11568,1.11569,0
2019.11.01,6:47,1.11568,1.11568,1.11558,1.11564,0
2019.11.01,6:48,1.11565,1.11565,1.11559,1.11559,0
2019.11.01,6:49,1.1156,1.11566,1.11554,1.11564,0
2019.11.01,6:50,1.11567,1.1157,1.11562,1.11564,0
2019.11.01,6:51,1.11564,1.11565,1.11549,1.1155,0
2019.11.01,6:52,1.1155,1.11561,1.1155,1.11559,0
2019.11.01,6:53,1.11559,1.11573,1.11559,1.11559,0
2019.11.01,6:54,1.1156,1.11563,1.11557,1.1156,0
2019.11.01,6:55,1.11559,1.11565,1.11556,1.1156,0
2019.11.01,6:56,1.1156,1.11566,1.11553,1.11558,0
2019.11.01,6:57,1.11558,1.11561,1.11553,1.11559,0
2019.11.01,6:58,1.11556,1.11563,1.11548,1.11559,0
2019.11.01,6:59,1.11559,1.1156,1.11551,1.11554,0
2019.11.01,7:00,1.11554,1.11555,1.11547,1.11549,0
2019.11.01,7:01,1.11549,1.11556,1.11548,1.11555,0
2019.11.01,7:02,1.11555,1.11555,1.11549,1.11551,0
